Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,places_visited
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/5/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",134 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/6/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",135 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/7/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",136 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/8/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",137 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/9/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",138 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/10/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",139 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/11/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",140 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/12/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",141 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/13/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",142 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/14/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",143 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/15/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",144 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/16/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",145 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/17/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",146 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/18/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",147 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/19/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",148 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/20/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",149 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/21/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",150 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/22/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",151 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/23/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",152 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/24/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",153 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/25/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",154 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/26/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",155 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/27/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",156 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/28/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",157 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/29/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",158 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/30/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",159 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,12/31/2017,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",160 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/1/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",161 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/2/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",162 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/3/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",163 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/4/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",164 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/5/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",165 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/6/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",166 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/7/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",167 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/8/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",168 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/9/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",169 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/10/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",170 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/11/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",171 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/12/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",172 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/13/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",173 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/14/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",174 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/15/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",175 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/16/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",176 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/17/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",177 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/18/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",178 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/19/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",179 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/20/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",180 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/21/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",181 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/22/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",182 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/23/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",183 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/24/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",184 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/25/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",185 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/26/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",186 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/27/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",187 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/28/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",188 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/29/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",189 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/30/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",190 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,1/31/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",191 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,2/1/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",192 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
"351, ABIMANGAMA ROAD, KUMBALGAMA, WELIGAMA",198,2/2/2018,8.8,HIGHLAND VILLA,American,No Negative,0,1346, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,23,3,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",193 days,48.2037451,16.3356767,"[Weligama Beach,Taprobane Island,Handunugoda Estate,Kushtarajagala]"
