Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,places_visited,image_url,price,restaurant
"27/1, GREENFIELD PARK, MADIWELA, COLOMBO ",164,10/1/2018,10,JASMINE HOMES,Singapore,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",434 days,48.2037451,16.3356767,"Gangaramaya Temple,Galle Face Green,Independence Square,Viharamahadevi Park,Colombo Lotus Tower,Old Parliament Building",https://gamudagardens.com.vn/wp-content/uploads/2017/11/Jasmine-homes.jpg,80000,"Breeze Bar,Nuga Gama,Curry Leaf,Noodles Restaurant,Lagoon,Cafe Kumbuk"
"47/1,JAWATTE ROAD, COLOMBO",164,10/2/2018,9.8,CEILAO VILLAS COLOMBO,Singapore,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",435 days,48.2037451,16.3356767,"Gangaramaya Temple,Galle Face Green,Independence Square,Viharamahadevi Park,Colombo Lotus Tower,Old Parliament Building",https://ak-d.tripcdn.com/images/200n0f0000007ljqm06D2_R_800_525.jpg,79000,"Breeze Bar,Nuga Gama,Curry Leaf,Noodles Restaurant,Lagoon,Cafe Kumbuk"
"188/1, N.J.V COORAY MAWATHA, NAWALA, COLOMBO",164,10/3/2018,7,LIYON LANKA,Singapore,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",436 days,48.2037451,16.3356767,"Gangaramaya Temple,Galle Face Green,Independence Square,Viharamahadevi Park,Colombo Lotus Tower,Old Parliament Building",https://cf.bstatic.com/xdata/images/hotel/max1024x768/414712127.jpg?k=f8854b6b34a8b22592c2e7b5be4c57d54b93cd442496725ce5e684336d29a0a6&o=&hp=1,43000,"Breeze Bar,Nuga Gama,Curry Leaf,Noodles Restaurant,Lagoon,Cafe Kumbuk"
"54, TEMPLERS ROAD, COLOMBO",164,10/4/2018,5.9,MANGO VILLA,Singapore,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",437 days,48.2037451,16.3356767,"Gangaramaya Temple,Galle Face Green,Independence Square,Viharamahadevi Park,Colombo Lotus Tower,Old Parliament Building",https://www.ministryofvillas.com/wp-content/uploads/2013/10/bali-villamango-17.jpg,23000,"Breeze Bar,Nuga Gama,Curry Leaf,Noodles Restaurant,Lagoon,Cafe Kumbuk"
"351, ABIMANGAMA ROAD, KUMBALGAMA, MATARA",164,10/5/2018,6.9,HIGHLAND VILLA,Singapore,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",438 days,48.2037451,16.3356767,"Matara Fort,Dondra Head,Polhena Beach,Star Fort Matara,Old Dutch Market,Weherahena Poorwarama Rajamaha Viharaya",https://media-cdn.tripadvisor.com/media/photo-s/11/9e/b1/bc/hilltop-villa-pavillion.jpg,47000,"Meewitha Weligama,Chef Akila Kitchen,Rotti shop weligama,Aura Beach Club By W15,Rise"
"NO 11C, BEACH ROAD , POLHENA, MATARA",164,10/6/2018,6,AMBASEWANA,Singapore,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",439 days,48.2037451,16.3356767,"Matara Fort,Dondra Head,Polhena Beach,Star Fort Matara,Old Dutch Market,Weherahena Poorwarama Rajamaha Viharaya",https://www.partner.lk/photos/am2.jpg,52000,"Meewitha Weligama,Chef Akila Kitchen,Rotti shop weligama,Aura Beach Club By W15,Rise"
"NO 05, THOTAMUNA ROAD, THOTAMUNA, MATARA",164,10/7/2018,8,AMBASEWANA MANSION,Singapore,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Matara Fort,Dondra Head,Polhena Beach,Star Fort Matara,Old Dutch Market,Weherahena Poorwarama Rajamaha Viharaya",https://images.trvl-media.com/lodging/18000000/17090000/17085900/17085823/44852a77.jpg?impolicy=fcrop&w=1200&h=800&p=1&q=medium,56000,"Meewitha Weligama,Chef Akila Kitchen,Rotti shop weligama,Aura Beach Club By W15,Rise"
"N0 37, GALLE ROAD, KAMBURUGAMUWA, MATARA",164,10/8/2018,8.9,CASA MIJA,Singapore,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",441 days,48.2037451,16.3356767,"Matara Fort,Dondra Head,Polhena Beach,Star Fort Matara,Old Dutch Market,Weherahena Poorwarama Rajamaha Viharaya",https://pix10.agoda.net/hotelImages/861/861719/861719_15062610200030914044.jpg?ca=4&ce=1&s=1024x768,78000,"Meewitha Weligama,Chef Akila Kitchen,Rotti shop weligama,Aura Beach Club By W15,Rise"
"2/A 2, BANDARAWATTA,KEMAGODA,DICKWELLA, MATARA",164,10/9/2018,9,AUSTRIAN BEACH RESORT,Singapore,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",442 days,48.2037451,16.3356767,"Matara Fort,Dondra Head,Polhena Beach,Star Fort Matara,Old Dutch Market,Weherahena Poorwarama Rajamaha Viharaya",https://assets.aytour.de/image/3363491683/Zj1pYmUvRjM0NjBDRURFMzdEODZCREQ5ODhEMTAzNzE2NkRDRDMmdz0xMjAwJmg9MTIwMA/,75000,"Meewitha Weligama,Chef Akila Kitchen,Rotti shop weligama,Aura Beach Club By W15,Rise"
"140, GUNASIRI NAHIMI MAWATHA, MATARA.",164,10/10/2018,10,PARADISE BEACH CLUB,Singapore,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",443 days,48.2037451,16.3356767,"Matara Fort,Dondra Head,Polhena Beach,Star Fort Matara,Old Dutch Market,Weherahena Poorwarama Rajamaha Viharaya",https://www.paradisebeachmirissa.com/images/slider/home/02.jpg,73000,"Meewitha Weligama,Chef Akila Kitchen,Rotti shop weligama,Aura Beach Club By W15,Rise"
"GALLE - MATARA ROAD, PELENA, MATARA",164,10/11/2018,8,CRYSTAL VILLAS,Singapore,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",444 days,48.2037451,16.3356767,"Matara Fort,Dondra Head,Polhena Beach,Star Fort Matara,Old Dutch Market,Weherahena Poorwarama Rajamaha Viharaya",https://media-cdn.tripadvisor.com/media/photo-s/26/96/50/60/crystal-villa.jpg,32000,"Meewitha Weligama,Chef Akila Kitchen,Rotti shop weligama,Aura Beach Club By W15,Rise"
"RAIN FOREST LODGE, GALKUBURA HENYAYA, TEMPLE ROAD, MATARA",164,10/12/2018,5.7,RAIN FOREST LODGE,Singapore,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",445 days,48.2037451,16.3356767,"Matara Fort,Dondra Head,Polhena Beach,Star Fort Matara,Old Dutch Market,Weherahena Poorwarama Rajamaha Viharaya",https://static.readytotrip.com/upload/information_system_24/1/6/6/item_1660421/information_items_1660421.jpg,54000,"Meewitha Weligama,Chef Akila Kitchen,Rotti shop weligama,Aura Beach Club By W15,Rise"
"NO:22,SAMARAWEERA PLACE, MATARA",164,10/13/2018,7.8,SUN ROO BEACH,Singapore,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",446 days,48.2037451,16.3356767,"Matara Fort,Dondra Head,Polhena Beach,Star Fort Matara,Old Dutch Market,Weherahena Poorwarama Rajamaha Viharaya",https://media-cdn.tripadvisor.com/media/photo-s/21/ca/d5/98/view-from-main-building.jpg,69000,"Meewitha Weligama,Chef Akila Kitchen,Rotti shop weligama,Aura Beach Club By W15,Rise"
"NO. 700, MATARA ROAD, PELANA, MATARA",164,10/14/2018,10,MARRIOT RESORT & SPA ,Singapore,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,8.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",447 days,48.2037451,16.3356767,"Matara Fort,Dondra Head,Polhena Beach,Star Fort Matara,Old Dutch Market,Weherahena Poorwarama Rajamaha Viharaya",https://pix10.agoda.net/hotelImages/2572034/-1/5be9471aafcf0ba731f6f1236e082797.jpg?ca=6&ce=1&s=1024x768,80000,"Meewitha Weligama,Chef Akila Kitchen,Rotti shop weligama,Aura Beach Club By W15,Rise"
"REKAWA VILLAGE, NETOLPITIYA, HAMBANTOTA",165,10/14/2019,8.9,BUCKINGAM PLACE,Singapore,No Negative,1,1501, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,8,8.2,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",448 days,48.2037451,16.3356767,"Dry Zone Botanic Gardens,Yala National Park,Bundala national park,Kataragama,Kumana National Park",https://www.andbeyond.com/wp-content/uploads/sites/5/buckingham-place-tangalle-sri-lanka-pool-view.jpg,72000,"Bojunhala,Ulpatha,Jade Green Restaurant,Nonagama Village Restaurant,Gimanhala"
"SOORIYA RESORT & SPA, REKAWA BEACH, HAMBANTOTA",166,10/14/2020,9.5,SOORIYA RESORT & SPA,Singapore,No Negative,2,1502, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,9,8.3,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",449 days,48.2037451,16.3356767,"Dry Zone Botanic Gardens,Yala National Park,Bundala national park,Kataragama,Kumana National Park",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/b5/6f/23/night-view.jpg?w=700&h=-1&s=1,80000,"Bojunhala,Ulpatha,Jade Green Restaurant,Nonagama Village Restaurant,Gimanhala"
"PALATUPANA, HAMBANTOTA",167,10/14/2021,10,WILD COAST TENTED LODGE,Singapore,No Negative,3,1503, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,10,8.4,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",450 days,48.2037451,16.3356767,"Dry Zone Botanic Gardens,Yala National Park,Bundala national park,Kataragama,Kumana National Park",https://cf.bstatic.com/xdata/images/hotel/max1024x768/138890847.jpg?k=64e1cdc9a56b8238534101fdf6cc08654ffdf75c2b4a85729b5759700845546c&o=&hp=1,80000,"Bojunhala,Ulpatha,Jade Green Restaurant,Nonagama Village Restaurant,Gimanhala"
"GURUPOKUNA,KALAMETIYA, HAMBANTOTA",168,10/14/2022,9,TURTLE BAY,Singapore,No Negative,4,1504, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,11,8.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",451 days,48.2037451,16.3356767,"Dry Zone Botanic Gardens,Yala National Park,Bundala national park,Kataragama,Kumana National Park",https://media-cdn.tripadvisor.com/media/photo-s/26/cc/0c/49/terraced-pool-deck.jpg,72000,"Bojunhala,Ulpatha,Jade Green Restaurant,Nonagama Village Restaurant,Gimanhala"
